"","means_0","means_1","means_2","means_3","means_4","subsystem","hmr","mar"
"HMR_2731",-1.36515821718275e-20,-7.81113437194559e-06,-8.92778291705589e-05,-0.000158025037443756,-0.0001215253644575,"Carnitine shuttle (mitochondrial)","HMR_2731","MAR02731"
"HMR_2732",-2.13405597986489e-05,-3.63439442895985e-05,-0.000102653272741286,-0.000175105365740851,-0.00013835970064426,"Carnitine shuttle (mitochondrial)","HMR_2732","MAR02732"
"HMR_2744",-0.000977462992112039,-0.000820082662461634,-0.000812216594651359,-0.00076116819552318,-0.000554704128954753,"Carnitine shuttle (mitochondrial)","HMR_2744","MAR02744"
"HMR_2745",0.00112423432456778,0.000865640217936858,0.000880738442768972,0.000949901793604517,0.000640739542091876,"Carnitine shuttle (mitochondrial)","HMR_2745","MAR02745"
"HMR_2817",0.000253969122349188,0.000261112412177986,0.000287566912010715,0.000273996896889466,0.000290163934426232,"Carnitine shuttle (endoplasmic reticular)","HMR_2817","MAR02817"
"HMR_2819",-0.000253969122349188,-0.000261112412177986,-0.000287566912010715,-0.000273996896889466,-0.000290163934426232,"Carnitine shuttle (endoplasmic reticular)","HMR_2819","MAR02819"
"HMR_2861",7.23653395784175e-06,0.000145081967213115,0.000147666443626644,0.000131293322581484,0.000171257170009843,"Carnitine shuttle (endoplasmic reticular)","HMR_2861","MAR02861"
"HMR_2862",-7.23653395784175e-06,-0.000145081967213115,-0.000147666443626644,-0.000131293322581484,-0.000171257170009843,"Carnitine shuttle (endoplasmic reticular)","HMR_2862","MAR02862"
"HMR_0670",0.00069807962529274,0.00034903981264637,0.000316086117848778,0.000241594041540292,0.000324367121968734,"Acylglycerides metabolism","HMR_0670","MAR00670"
"HMR_0681",0.00069807962529274,0.00034903981264637,0.000316086117848778,0.000241594041540292,0.000324367121968734,"Acylglycerides metabolism","HMR_0681","MAR00681"
"HMR_3430",1.21027219254196e-20,5.43402031410066e-06,4.2599150645683e-05,6.48972356333265e-05,5.81932162280817e-05,"Beta oxidation of even-chain fatty acids (mitochondrial)","HMR_3430","MAR03430"
"HMR_7942",-0.00129660462290767,-0.00139304918032787,-0.00140278353964537,-0.00123702537720275,-0.00132358008349455,"Steroid metabolism","HMR_7942","MAR07942"
"HMR_7943",0.00129660462290767,0.00139304918032787,0.00140278353964537,0.00123702537720275,0.00132358008349455,"Steroid metabolism","HMR_7943","MAR07943"
"HMR_0736",0.253616674473069,0.253616674473074,0.253724710605554,0.253750822743503,0.25370604215457,"Sphingolipid metabolism","HMR_0736","MAR00736"
"HMR_0753",-0.00139615925058548,-0.000698079625292741,-0.000604470663265305,-0.000483188083080585,-0.000648734243937469,"Sphingolipid metabolism","HMR_0753","MAR00753"
"HMR_0758",2.50768093676815,2.50768093676815,2.50778897290064,2.50781508503859,2.50777030444965,"Sphingolipid metabolism","HMR_0758","MAR00758"
"HMR_0762",0.0274169112857917,0.00687893076916609,0.0129937416959644,0.0127897578512972,0.0119476428793836,"Sphingolipid metabolism","HMR_0762","MAR00762"
"HMR_8219",0.00139615925058548,0.000698079625292741,0.000604470663265305,0.000483188083080585,0.000648734243937469,"Sphingolipid metabolism","HMR_8219","MAR08219"
"HMR_0453",0,-3.87822014051522e-05,-0.000124657075945132,-7.62928552232502e-05,-7.86885245901638e-05,"Glycerolipid metabolism","HMR_0453","MAR00453"
"HMR_4390",-0.00240051522248244,0,-0.000857326865172296,-0.000494944920521928,0,"Glycerolipid metabolism","HMR_4390","MAR04390"
"HMR_0448",0.000504168618266979,0.000271475409836065,0.000191429041903646,0.000165301186317144,0.000234437379579975,"Glycerophospholipid metabolism","HMR_0448","MAR00448"
"HMR_0479",0.00620708097659175,0.00759213802663756,0.00799914915619722,0.00753664153283449,0.00611291300411942,"Glycerophospholipid metabolism","HMR_0479","MAR00479"
"HMR_0579",0.0849573770491803,0.0849573770491803,0.0849573770491803,0.0849573770491803,0.0849573770491803,"Glycerophospholipid metabolism","HMR_0579","MAR00579"
"HMR_0580",0.0849573770491803,0.0849573770491803,0.0849573770491803,0.0849573770491803,0.0849573770491803,"Glycerophospholipid metabolism","HMR_0580","MAR00580"
"HMR_0581",0.0849573770491803,0.0849573770491803,0.0849573770491803,0.0849573770491803,0.0849573770491803,"Glycerophospholipid metabolism","HMR_0581","MAR00581"
"HMR_0586",0.0822685513796254,0.0826021760277749,0.084226861069272,0.0831903758267597,0.0839757222594373,"Glycerophospholipid metabolism","HMR_0586","MAR00586"
"HMR_0598",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Glycerophospholipid metabolism","HMR_0598","MAR00598"
"HMR_0614",7.75644028103044e-05,0.000426604215456674,0.000459557910254266,0.000534049986562752,0.00045127690613431,"Glycerophospholipid metabolism","HMR_0614","MAR00614"
"HMR_0632",2.33776618266979,2.33776618266979,2.33787421880228,2.33790033094023,2.33785555035129,"Glycerophospholipid metabolism","HMR_0632","MAR00632"
"HMR_0651",7.75644028103044e-05,0.000426604215456674,0.000459557910254266,0.000534049986562752,0.00045127690613431,"Glycerophospholipid metabolism","HMR_0651","MAR00651"
"HMR_0819",0.045003531598866,0.0304830270504081,0.028488031127369,0.0237463757849987,0.0245904956502477,"Glycosphingolipid biosynthesis-ganglio series","HMR_0819","MAR00819"
"HMR_0821",0.045003531598866,0.0304830270504081,0.028488031127369,0.0237463757849987,0.0245904956502477,"Glycosphingolipid biosynthesis-ganglio series","HMR_0821","MAR00821"
"HMR_0845",0.045003531598866,0.0304830270504081,0.028488031127369,0.0237463757849987,0.0245904956502477,"Glycosphingolipid biosynthesis-ganglio series","HMR_0845","MAR00845"
"HMR_0847",0.045003531598866,0.0304830270504081,0.028488031127369,0.0237463757849987,0.0245904956502477,"Glycosphingolipid biosynthesis-ganglio series","HMR_0847","MAR00847"
"HMR_7571",0.000213302107728121,0.00021330210772696,0.000159284041480539,0.000146227972511587,0.000168618266982397,"Heparan sulfate degradation","HMR_7571","MAR07571"
"HMR_7572",0.000213302107728121,0.00021330210772696,0.000159284041480539,0.000146227972511587,0.000168618266982397,"Heparan sulfate degradation","HMR_7572","MAR07572"
"HMR_7573",0.000213302107728121,0.00021330210772696,0.000159284041480539,0.000146227972511587,0.000168618266982397,"Heparan sulfate degradation","HMR_7573","MAR07573"
"HMR_1684",0.000239359911112577,0.000112048897288759,2.8791300721228e-05,0.000176413665165756,3.47489878897794e-05,"Bile acid biosynthesis","HMR_1684","MAR01684"
"HMR_1692",-0.000239359911112577,-0.000112048897288759,-2.8791300721228e-05,-0.000176413665165756,-3.47489878897794e-05,"Bile acid biosynthesis","HMR_1692","MAR01692"
"HMR_1694",-0.000239359911112577,-0.000112048897288759,-2.8791300721228e-05,-0.000176413665165756,-3.47489878897799e-05,"Transport reactions","HMR_1694","MAR01694"
"HMR_1774",0.000239359911112577,0.000112048897288759,2.8791300721228e-05,0.000176413665165756,3.47489878897794e-05,"Transport reactions","HMR_1774","MAR01774"
"HMR_1830",0,3.15537923836955,13.5151483485825,17.6313260596032,16.8305903840683,"Bile acid biosynthesis","HMR_1830","MAR01830"
"HMR_1832",-7.7715611723761e-17,7.58941520739855e-19,-4.1869913104576e-15,-0.45534763075848,-0.276482506506357,"Bile acid biosynthesis","HMR_1832","MAR01832"
"HMR_1834",7.7715611723761e-17,3.15537923836955,13.5151483485825,18.0866736903616,17.1070728905746,"Bile acid biosynthesis","HMR_1834","MAR01834"
"HMR_1835",7.7715611723761e-17,-7.58941520739855e-19,-4.95635278850516e-19,0.45534763075848,0.276482506506357,"Bile acid biosynthesis","HMR_1835","MAR01835"
"HMR_1841",0,0,0,0.958886122989932,0.797806763837984,"Bile acid biosynthesis","HMR_1841","MAR01841"
"HMR_1844",7.31537357880028,31.2210441840952,36.5556991514977,49.1122596869718,49.5231056914885,"Bile acid biosynthesis","HMR_1844","MAR01844"
"HMR_1855",0,0,0,0.00268469459054785,0,"Transport reactions","HMR_1855","MAR01855"
"HMR_1877",0,0,0,-0.00268469459054785,0,"Bile acid recycling","HMR_1877","MAR01877"
"HMR_4262",-0.0247298360655735,-0.024729836065572,-0.0307685033251091,-0.0277993473336658,-0.0281340956251403,"Nicotinate and nicotinamide metabolism","HMR_4262","MAR04262"
"HMR_4265",0.0105985011709602,0.0105985011709603,0.00455983391142536,0.00752898990287278,0.00719424161138996,"Nicotinate and nicotinamide metabolism","HMR_4265","MAR04265"
"HMR_4269",0.00543512880562051,0.00543512880562094,0.00543512880562152,0.00543512880562075,0.00543512880561745,"Nicotinate and nicotinamide metabolism","HMR_4269","MAR04269"
"HMR_8791",0.0105985011709602,0.0105985011709603,0.00455983391142438,0.0075289899028732,0.00719424161139001,"Nicotinate and nicotinamide metabolism","HMR_8791","MAR08791"
"HMR_4308",3.46944695195361e-19,0.00186025879846454,8.1953015881587e-05,0.00283007227855741,0,"Inositol phosphate metabolism","HMR_4308","MAR04308"
"HMR_3929",-0.00652856167912098,-0.00114890640079251,-0.00409657312748469,-0.0127367863114935,-0.0109524848222067,"Folate metabolism","HMR_3929","MAR03929"
"HMR_4332",0.00200335812548107,-49.4772677634002,0.0252520954071638,0.0193312778572292,0.0247255424710364,"Folate metabolism","HMR_4332","MAR04332"
"HMR_4333",-0.541232051514572,43.6380356391519,-5.41469050350792,-5.29341101417635,-5.10461563975927,"Folate metabolism","HMR_4333","MAR04333"
"HMR_4654",9.96584562978005e-05,49.571130706481,0.0303799942097357,0.0326546735382283,0.0293073855344655,"Folate metabolism","HMR_4654","MAR04654"
"HMR_4655",-0.62202638068548,-55.5003771386362,-5.52527949907756,-5.40579748894146,-5.21874437085567,"Folate metabolism","HMR_4655","MAR04655"
"HMR_7920",0.226180393558371,0.140463634667127,0.322921791272759,0.514456651908739,0.354396621796781,"Folate metabolism","HMR_7920","MAR07920"
"HMR_8129",0.28028556230846,0.151386282788901,0.162500459142008,0.181619605238983,0.246118330536863,"Folate metabolism","HMR_8129","MAR08129"
"HMR_8132",1.05273338239759,2.06892455641955,1.76203734542306,1.62085191887125,1.69679345004878,"Folate metabolism","HMR_8132","MAR08132"
"HMR_8144",0.00652856167912098,0.00114890640079251,0.00409657312748469,0.0127367863114935,0.0109524848222067,"Folate metabolism","HMR_8144","MAR08144"
"HMR_7663",0.000504168618266979,0.000736861826697892,0.000595583807293413,0.000686635697009253,0.000696955503512882,"Biotin metabolism","HMR_7663","MAR07663"
"HMR_6630",0.00189448946135831,0.00132974165690866,0.00134671191729517,0.00141105818347663,0.00157410596467288,"Retinol metabolism","HMR_6630","MAR06630"
"HMR_6632",0.00261148986880931,0.00263053864168618,0.00270108397457344,0.00266489726758346,0.0027080093676815,"Retinol metabolism","HMR_6632","MAR06632"
"HMR_6634",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Retinol metabolism","HMR_6634","MAR06634"
"HMR_6638",0.00731512838843986,0.0190496545667447,0.02252891152418,0.015809585547105,0.00593547224682511,"Retinol metabolism","HMR_6638","MAR06638"
"HMR_6641",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6641","MAR06641"
"HMR_6642",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6642","MAR06642"
"HMR_6643",0.00100743793911007,0.00091065105386417,0.00100339913014386,0.000908400967481861,0.00099401690255575,"Retinol metabolism","HMR_6643","MAR06643"
"HMR_6644",0.0183916026993246,0.012711429055905,0.0199555981588261,0.0222271575090761,0.0379107369804841,"Retinol metabolism","HMR_6644","MAR06644"
"HMR_6647",0.00100624396716997,0.00104485245901639,0.00103640013382402,0.00100982144311231,0.00102616026881173,"Retinol metabolism","HMR_6647","MAR06647"
"HMR_6648",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6648","MAR06648"
"HMR_6649",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6649","MAR06649"
"HMR_6650",0.00067672131147541,0.000734725995316159,0.000718153228504516,0.000703663377740239,0.000717352611750331,"Retinol metabolism","HMR_6650","MAR06650"
"HMR_6651",0.00034903981264637,0.00034903981264637,0.000387822014051522,0.000470472607210043,0.000438407494145199,"Retinol metabolism","HMR_6651","MAR06651"
"HMR_6652",0.000290023419203747,0.000348028103044497,0.000331455336232854,0.000316965485468576,0.000330654719478669,"Retinol metabolism","HMR_6652","MAR06652"
"HMR_6653",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6653","MAR06653"
"HMR_6654",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6654","MAR06654"
"HMR_6655",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6655","MAR06655"
"HMR_6656",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6656","MAR06656"
"HMR_6657",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6657","MAR06657"
"HMR_6658",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6658","MAR06658"
"HMR_6660",-9.66744730679157e-05,-3.86697892271663e-05,-5.5242556038809e-05,-6.97324068030868e-05,-5.60431727929946e-05,"Retinol metabolism","HMR_6660","MAR06660"
"HMR_6662",-0.000174519906323185,-0.000252084309133489,-0.000207761793241887,-0.00017302027599134,-0.00019672131147541,"Retinol metabolism","HMR_6662","MAR06662"
"HMR_6664",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6664","MAR06664"
"HMR_6665",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6665","MAR06665"
"HMR_6668",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6668","MAR06668"
"HMR_6669",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6669","MAR06669"
"HMR_6672",0,0.000284432972230211,0.000261164368115188,0.000343432640995124,0.00017135933204358,"Retinol metabolism","HMR_6672","MAR06672"
"HMR_6673",-0.000541826697892272,-0.000464262295081967,-0.000559832719973235,-0.000564714554459247,-0.000577798594847776,"Retinol metabolism","HMR_6673","MAR06673"
"HMR_6675",-0.000386697892271663,-0.00065179596988829,-0.000640956940882,-0.000730130533267191,-0.000558057224315243,"Retinol metabolism","HMR_6675","MAR06675"
"HMR_6676",0.000155128805620609,7.75644028103044e-05,0.000173134827701572,0.000178016662187584,0.000191100702576112,"Retinol metabolism","HMR_6676","MAR06676"
"HMR_6677",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6677","MAR06677"
"HMR_6678",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6678","MAR06678"
"HMR_6682",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Retinol metabolism","HMR_6682","MAR06682"
"HMR_6687",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Retinol metabolism","HMR_6687","MAR06687"
"HMR_6690",-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,"Retinol metabolism","HMR_6690","MAR06690"
"HMR_6691",-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,"Retinol metabolism","HMR_6691","MAR06691"
"HMR_6692",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Retinol metabolism","HMR_6692","MAR06692"
"HMR_6693",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Retinol metabolism","HMR_6693","MAR06693"
"HMR_6700",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6700","MAR06700"
"HMR_6701",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6701","MAR06701"
"HMR_6702",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6702","MAR06702"
"HMR_6703",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Retinol metabolism","HMR_6703","MAR06703"
"HMR_8698",2.41615925058548e-05,0.000594949492640983,0.000582490208406661,0.000630960012574999,0.000702495646345317,"Retinol metabolism","HMR_8698","MAR08698"
"HMR_8702",-0.000154903981264637,-0.000251690866510539,-0.000158942790230847,-0.000253940952892848,-0.000168325017818959,"Retinol metabolism","HMR_8702","MAR08702"
"HMR_8709",-0.00696608857579349,-0.0187006147540983,-0.0221410895101285,-0.015339112939895,-0.00549706475267991,"Retinol metabolism","HMR_8709","MAR08709"
"HMR_8711",-0.000426604215456674,-0.000426604215456674,-0.000387822014051522,-0.000305171420893001,-0.000337236533957845,"Retinol metabolism","HMR_8711","MAR08711"
"HMR_4204",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Thiamine metabolism","HMR_4204","MAR04204"
"HMR_8613",0.000387822014051522,0.000387822014051522,0.000387822014051522,0.000387822014051523,0.000387822014051523,"Vitamin B12 metabolism","HMR_8613","MAR08613"
"HMR_8615",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103045,0.000775644028103046,"Vitamin B12 metabolism","HMR_8615","MAR08615"
"HMR_8616",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103045,0.000775644028103046,"Vitamin B12 metabolism","HMR_8616","MAR08616"
"HMR_2129",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2129","MAR02129"
"HMR_2130",-0.000386697892271663,-0.000386697892271663,-0.000386697892271663,-0.000386697892271663,-0.000386697892271663,"Vitamin D metabolism","HMR_2130","MAR02130"
"HMR_2131",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2131","MAR02131"
"HMR_2132",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2132","MAR02132"
"HMR_2133",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2133","MAR02133"
"HMR_2134",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2134","MAR02134"
"HMR_2135",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2135","MAR02135"
"HMR_2136",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2136","MAR02136"
"HMR_2137",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2137","MAR02137"
"HMR_2139",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2139","MAR02139"
"HMR_2142",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2142","MAR02142"
"HMR_2143",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2143","MAR02143"
"HMR_2144",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2144","MAR02144"
"HMR_2145",0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,0.000386697892271663,"Vitamin D metabolism","HMR_2145","MAR02145"
"HMR_6426",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6426","MAR06426"
"HMR_6428",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6428","MAR06428"
"HMR_6432",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6432","MAR06432"
"HMR_6433",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6433","MAR06433"
"HMR_6434",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6434","MAR06434"
"HMR_6435",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6435","MAR06435"
"HMR_6436",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6436","MAR06436"
"HMR_6441",0.000775644028103044,0.000775644028103044,0.000761793241886918,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6441","MAR06441"
"HMR_6443",0.000775644028103044,0.000775644028103044,0.000761793241886918,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6443","MAR06443"
"HMR_6447",0.000775644028103044,0.000775644028103044,0.000761793241886918,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6447","MAR06447"
"HMR_6448",0.000775644028103044,0.000775644028103044,0.000761793241886918,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6448","MAR06448"
"HMR_6450",0.000775644028103044,0.000775644028103044,0.000761793241886918,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6450","MAR06450"
"HMR_6451",0.000775644028103044,0.000775644028103044,0.000761793241886918,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6451","MAR06451"
"HMR_6453",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103044,"Vitamin E metabolism","HMR_6453","MAR06453"
"HMR_6490",0.000232693208430913,0.000310257611243948,0.000360120441621115,0.000381464276116206,0.000359718969555212,"Vitamin E metabolism","HMR_6490","MAR06490"
"HMR_6492",-0.000542950819672131,-0.000465386416859096,-0.000415523586481929,-0.000394179751986838,-0.000415925058547729,"Vitamin E metabolism","HMR_6492","MAR06492"
"HMR_5127",-0.0152618702367502,-0.025029404478929,-0.0250862916566207,-0.0294033674229808,-0.0315143286986861,"Miscellaneous","HMR_5127","MAR05127"
"HMR_5406",0,0,-0.000146757302334817,-0.000387355936160358,-0.000671994847027082,"Miscellaneous","HMR_5406","MAR05406"
"HMR_8617",0.000775644028103044,0.000775644028103044,0.000775644028103044,0.000775644028103045,0.000775644028103046,"Miscellaneous","HMR_8617","MAR08617"
"HMR_8749",0,0,0.000146757302334817,0.000387355936160358,0.000671994847027082,"Miscellaneous","HMR_8749","MAR08749"
"HMR_0018",-0.478662295081967,-0.478662295081967,-0.478662295081968,-0.478662295081967,-0.478662295081967,"Transport reactions","HMR_0018","MAR00018"
"HMR_0167",-93.7920357488474,-69.9022886931883,-64.5591155313698,-50.5825901053271,-50.5198410927629,"Transport reactions","HMR_0167","MAR00167"
"HMR_0173",-0.000860462811064383,-0.000492614155721447,-0.00047854764574551,-0.000423563391092751,-0.000213469719376667,"Transport reactions","HMR_0173","MAR00173"
"HMR_0352",0.000253969122349188,0.000261112412177986,0.000287566912010715,0.000273996896889466,0.000290163934426232,"Transport reactions","HMR_0352","MAR00352"
"HMR_0376",2.40705341907345e-05,3.63439442895985e-05,0.000103655179241591,0.000182548092725715,0.000143668890331627,"Transport reactions","HMR_0376","MAR00376"
"HMR_0770",-0.0274169112857917,-0.00687893076916609,-0.0129937416959644,-0.0127897578512972,-0.0119476428793836,"Transport reactions","HMR_0770","MAR00770"
"HMR_3959",-1.5071165716643,-15.7342982089348,-14.5085470183328,-14.1711691881351,-13.6815168650173,"Transport reactions","HMR_3959","MAR03959"
"HMR_4063",-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,-0.000775644028103044,"Transport reactions","HMR_4063","MAR04063"
"HMR_4845",0,0,0,12.2857462182501,12.1336700376043,"Transport reactions","HMR_4845","MAR04845"
"HMR_4847",0.126025548134887,0.0405195772800117,0.0150472482461133,0.0181626219267522,0.00396570409898893,"Transport reactions","HMR_4847","MAR04847"
"HMR_4848",0,0,0.000199369737215507,0,0,"Transport reactions","HMR_4848","MAR04848"
"HMR_4858",-17.4376790205914,-32.3282302288126,-34.9974882877097,-33.5936707740596,-38.214310649067,"Transport reactions","HMR_4858","MAR04858"
"HMR_4885",-785.86098505952,-764.373395394262,-753.245843485004,-758.074153054455,-756.799664486911,"Transport reactions","HMR_4885","MAR04885"
"HMR_4896",-0.00185657819078686,-0.0018262423032458,-0.00131569704528137,-0.00108450555380019,-0.000419631255521412,"Transport reactions","HMR_4896","MAR04896"
"HMR_4919",0,0.00645223119539027,0.000401022482050853,0.00233562153879269,0.00571152914158959,"Transport reactions","HMR_4919","MAR04919"
"HMR_4947",-1.13698954508817,-1.1033746547152,-1.12268268206608,-1.12061277266254,-1.12817009577121,"Transport reactions","HMR_4947","MAR04947"
"HMR_4958",0,0,2.49662521649287e-19,0.00297513874217866,0.00707356202402512,"Transport reactions","HMR_4958","MAR04958"
"HMR_4969",-0.0353283372365337,-0.0353283372365322,-0.0353283372365334,-0.035328337236539,-0.0353283372365303,"Transport reactions","HMR_4969","MAR04969"
"HMR_4983",0.0069545292740046,0.00332247793241303,0.00555906156184189,0.00374130542657743,0,"Transport reactions","HMR_4983","MAR04983"
"HMR_4985",-0.61557291479848,-0.587732384637146,-0.606669220702986,-0.610752530338145,-0.603078679674467,"Transport reactions","HMR_4985","MAR04985"
"HMR_4990",-0.0152618702367502,-0.389641982234439,-0.313007258852801,-0.31827507276229,-0.2835589981346,"Transport reactions","HMR_4990","MAR04990"
"HMR_5003",-0.0929925050643797,-0.0635129401103391,-0.0830928809570562,-0.0950478811964347,-0.141369872298715,"Transport reactions","HMR_5003","MAR05003"
"HMR_5029",-35.3300146131661,-31.9491227150116,-20.0816231961536,-43.343700753585,-41.812741646971,"Transport reactions","HMR_5029","MAR05029"
"HMR_5034",-0.0148780892480493,0,-0.00318582093885998,-0.00851015214584702,-0.00541648669959704,"Transport reactions","HMR_5034","MAR05034"
"HMR_5037",-0.00511807962529274,-0.0178273232908723,-0.0154593625476157,-0.0133868790601337,-0.0229504138492601,"Transport reactions","HMR_5037","MAR05037"
"HMR_5038",0,0.0287555164260915,0,0.0209107463431493,0.0157807855382426,"Transport reactions","HMR_5038","MAR05038"
"HMR_5041",0,0,0.00808800602208097,0.00496488655123431,0,"Transport reactions","HMR_5041","MAR05041"
"HMR_5070",71.8669467036671,36.3303065196157,134.805734062234,84.4187149928097,55.983474825202,"Transport reactions","HMR_5070","MAR05070"
"HMR_5073",0,0,0.212034800837043,0,0,"Transport reactions","HMR_5073","MAR05073"
"HMR_5074",50,0,-0.102104148544664,-0.0468674780205015,-0.0828671350507417,"Transport reactions","HMR_5074","MAR05074"
"HMR_5077",0,0,0.32422438493414,0.24690614681187,0.25793579424268,"Transport reactions","HMR_5077","MAR05077"
